Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S01549,21,90,100,73,8.7,1
S01550,24,55,58,60,2.8,1
S01551,21,100,100,90,9.4,1
S01552,21,79,69,83,7.2,1
S01553,23,77,95,71,8.4,1
S01554,20,88,75,63,6.0,1
S01555,20,88,92,95,8.0,1
S01556,21,55,53,69,1.1,1
S01557,18,65,88,65,8.4,1
S01558,19,39,34,37,1.4,0
S01559,23,100,100,98,9.0,1
S01560,19,100,81,92,9.9,1
S01561,19,51,52,65,3.6,1
S01562,20,52,48,40,2.9,1
S01563,20,81,76,87,7.9,1
S01564,18,48,65,47,3.3,1
S01565,19,91,81,100,8.8,1
S01566,19,33,41,35,1.9,0
S01567,21,57,47,40,2.1,1
S01568,20,100,100,100,9.8,1
S01569,19,85,81,67,7.1,1
S01570,22,100,100,91,8.6,1
S01571,18,53,66,35,3.9,1
S01572,24,73,83,67,7.1,1
S01573,22,68,62,79,6.3,1
S01574,22,76,59,63,6.4,1
S01575,24,69,83,73,7.1,1
S01576,23,69,68,79,6.2,1
S01577,23,58,76,57,4.9,1
S01578,18,78,63,64,3.5,1
S01579,22,55,85,88,7.9,1
S01580,19,47,37,56,3.0,1
S01581,20,100,88,95,7.2,1
S01582,18,51,39,56,3.1,1
S01583,21,87,68,95,6.6,1
S01584,24,88,74,95,7.7,1
S01585,22,41,49,45,3.0,1
S01586,18,10,53,56,1.5,0
S01587,17,45,44,49,2.2,1
S01588,17,68,71,71,6.5,1
S01589,23,84,74,94,8.6,1
S01590,24,30,45,53,1.4,1
S01591,20,100,76,89,7.6,1
S01592,19,87,60,81,4.1,1
S01593,20,70,63,80,5.3,1
S01594,20,95,100,100,9.4,1
S01595,20,43,56,46,4.0,1
S01596,24,72,66,64,5.2,1
S01597,20,55,42,39,1.1,1
S01598,21,36,66,50,1.7,1
S01599,24,23,63,61,3.3,1
S01600,21,43,37,41,1.3,1
S01601,24,90,78,78,6.7,1
S01602,23,44,58,72,4.8,1
S01603,18,74,61,61,5.9,1
S01604,17,51,41,69,2.6,1
S01605,20,54,46,31,3.7,1
S01606,23,72,88,96,7.0,1
S01607,18,100,88,97,9.7,1
S01608,17,32,55,53,1.5,1
S01609,22,79,100,97,9.0,1
S01610,19,50,75,78,6.2,1
S01611,21,89,74,79,6.1,1
S01612,22,76,63,78,5.5,1
S01613,24,39,43,37,1.6,0
S01614,17,34,55,55,1.8,1
S01615,22,70,68,62,6.4,1
S01616,19,45,40,59,4.1,1
S01617,23,94,100,100,9.3,1
S01618,17,37,67,75,4.7,1
S01619,22,35,32,52,2.3,0
S01620,21,80,75,77,7.4,1
S01621,21,61,45,66,3.6,1
S01622,18,70,62,62,5.7,1
S01623,22,93,79,100,7.3,1
S01624,20,100,93,93,9.1,1
S01625,22,100,81,68,8.1,1
S01626,23,87,72,65,7.1,1
S01627,17,82,79,80,7.1,1
S01628,17,89,100,98,9.5,1
S01629,23,63,52,80,3.7,1
S01630,22,53,49,25,1.0,1
S01631,23,56,60,54,3.4,1
S01632,19,72,31,38,3.0,1
S01633,24,63,87,73,7.0,1
S01634,23,65,86,97,6.7,1
S01635,21,86,70,60,6.3,1
S01636,23,37,18,45,1.1,0
S01637,17,100,85,88,7.6,1
S01638,21,56,57,57,3.9,1
S01639,17,71,67,85,7.0,1
S01640,18,70,56,58,6.0,1
S01641,20,39,58,79,4.1,1
S01642,17,29,42,68,2.2,1
S01643,21,51,36,43,1.8,1
S01644,18,100,91,100,8.5,1
S01645,17,100,85,90,9.3,1
S01646,19,59,74,82,6.8,1
S01647,23,36,49,60,1.9,1
S01648,20,47,58,57,4.6,1
S01649,17,100,65,67,7.6,1
S01650,18,82,82,67,8.0,1
S01651,19,29,31,69,2.1,1
S01652,22,33,39,31,1.0,0
S01653,18,77,87,80,7.4,1
S01654,23,76,40,46,4.2,1
S01655,18,43,62,64,3.3,1
S01656,19,17,23,28,1.1,0
S01657,18,46,91,65,5.9,1
S01658,19,94,93,94,8.7,1
S01659,17,95,85,84,9.6,1
S01660,24,57,60,71,6.1,1
S01661,19,84,74,86,5.6,1
S01662,19,47,37,48,1.8,1
S01663,20,72,71,73,5.9,1
S01664,19,77,80,63,4.4,1
S01665,19,85,68,71,6.5,1
S01666,22,51,62,85,4.5,1
S01667,24,38,69,43,3.2,1
S01668,17,50,45,46,1.9,1
S01669,23,60,37,58,3.8,1
S01670,20,42,48,55,1.9,1
S01671,22,36,34,61,2.6,1
S01672,21,100,100,99,9.9,1
S01673,24,56,56,68,5.0,1
S01674,17,70,100,75,5.8,1
S01675,17,100,100,65,8.9,1
S01676,21,97,93,81,10.0,1
S01677,23,56,75,66,6.2,1
S01678,19,79,99,81,8.3,1
S01679,22,68,67,43,3.9,1
S01680,18,58,62,66,3.8,1
S01681,20,60,78,62,4.6,1
S01682,18,76,80,77,7.1,1
S01683,21,88,77,65,7.1,1
S01684,17,45,52,56,3.8,1
S01685,23,46,55,14,2.2,0
S01686,17,70,83,75,6.7,1
S01687,20,32,48,46,2.2,1
S01688,17,67,84,76,6.2,1
S01689,17,78,57,62,7.2,1
S01690,20,83,86,84,7.3,1
S01691,22,90,89,72,7.8,1
S01692,22,52,100,83,8.9,1
S01693,20,59,51,77,5.5,1
S01694,23,81,100,100,7.6,1
S01695,21,96,78,77,6.6,1
S01696,24,34,54,39,2.7,1
S01697,17,37,57,41,1.2,1
S01698,23,72,62,66,3.6,1
S01699,17,49,70,72,5.0,1
S01700,24,83,80,100,6.6,1
S01701,21,84,87,82,8.6,1
S01702,22,41,49,53,2.8,1
S01703,23,32,35,63,2.1,1
S01704,19,94,100,100,9.7,1
S01705,19,74,15,21,2.0,0
S01706,24,78,73,67,5.3,1
S01707,19,89,74,92,6.3,1
S01708,22,78,68,100,5.9,1
S01709,24,20,44,51,1.8,0
S01710,22,42,22,36,1.5,0
S01711,21,53,65,31,1.9,1
S01712,17,65,74,100,6.3,1
S01713,21,84,70,80,5.9,1
S01714,21,58,40,42,3.1,1
S01715,22,100,79,74,6.7,1
S01716,24,87,100,93,8.4,1
S01717,24,23,51,46,1.4,1
S01718,19,65,80,58,5.5,1
S01719,18,100,89,73,7.2,1
S01720,17,29,48,33,3.3,0
S01721,22,31,39,69,3.8,1
S01722,19,78,74,71,6.5,1
S01723,23,92,93,99,9.1,1
S01724,18,91,100,100,8.3,1
S01725,18,86,78,76,6.2,1
S01726,22,79,100,82,7.6,1
S01727,20,37,75,62,4.3,1
S01728,17,100,74,78,6.8,1
S01729,18,55,45,81,5.2,1
S01730,22,34,65,53,2.7,1
S01731,22,97,99,75,7.3,1
S01732,19,68,57,85,6.0,1
S01733,23,58,78,74,4.2,1
S01734,20,100,100,78,9.2,1
S01735,17,48,39,57,1.2,1
S01736,24,51,76,61,3.8,1
S01737,21,55,55,44,1.5,1
S01738,23,63,95,97,7.9,1
S01739,23,93,88,74,7.3,1
S01740,19,47,65,69,4.0,1
S01741,24,98,76,75,7.1,1
S01742,18,64,62,45,4.6,1
S01743,18,79,76,73,7.8,1
S01744,19,74,62,73,5.1,1
S01745,22,73,59,52,4.7,1
S01746,18,100,91,100,9.4,1
S01747,20,39,54,67,3.3,1
S01748,17,36,40,61,2.1,1
S01749,23,75,81,76,6.3,1
S01750,23,100,81,100,9.7,1
S01751,20,69,60,46,4.4,1
S01752,24,14,42,53,1.6,0
S01753,18,62,55,63,4.1,1
S01754,23,66,68,76,5.6,1
S01755,21,35,28,68,2.5,1
S01756,24,71,84,71,6.9,1
S01757,17,100,100,98,10.0,1
S01758,17,23,72,70,5.1,1
S01759,23,50,72,48,4.2,1
S01760,19,51,65,60,4.6,1
S01761,24,47,49,50,2.0,1
S01762,23,87,97,88,8.9,1
S01763,19,60,72,79,4.7,1
S01764,23,80,43,43,4.5,1
S01765,21,92,69,92,6.9,1
S01766,24,76,85,73,5.0,1
S01767,22,73,49,71,6.8,1
S01768,17,44,38,30,1.6,0
S01769,23,89,100,63,8.3,1
S01770,21,99,98,87,9.5,1
S01771,19,84,74,90,6.8,1
S01772,19,95,100,97,9.6,1
S01773,17,62,42,61,2.4,1
S01774,20,65,68,60,5.3,1
S01775,23,84,68,83,6.4,1
S01776,24,92,88,65,6.2,1
S01777,18,74,80,51,4.6,1
S01778,19,40,56,57,4.0,1
S01779,24,47,27,37,2.1,0
S01780,24,71,55,43,4.5,1
S01781,22,56,45,45,2.5,1
S01782,24,72,91,84,7.6,1
S01783,24,40,38,66,2.9,1
S01784,22,49,30,52,1.5,1
S01785,19,64,79,87,6.0,1
S01786,24,73,87,83,6.4,1
S01787,20,100,87,96,8.8,1
S01788,20,74,59,59,6.2,1
S01789,21,49,98,60,4.1,1
S01790,22,80,99,95,8.2,1
S01791,21,76,69,89,5.9,1
S01792,22,23,51,50,1.7,1
S01793,23,71,72,88,6.1,1
S01794,23,100,100,82,9.2,1
S01795,24,77,64,58,4.6,1
S01796,18,63,57,61,3.7,1
S01797,23,35,44,60,2.3,1
S01798,18,58,29,45,2.4,1
S01799,23,61,88,63,4.9,1
S01800,17,61,65,83,6.4,1
S01801,23,37,24,28,1.7,0
S01802,21,100,97,100,9.5,1
S01803,19,89,75,74,7.8,1
S01804,24,76,75,51,6.3,1
S01805,21,100,100,90,8.5,1
S01806,19,21,53,62,1.7,1
S01807,20,52,78,74,5.3,1
S01808,21,59,75,86,6.7,1
S01809,20,97,92,90,8.5,1
S01810,18,92,94,85,8.1,1
S01811,18,72,33,36,3.5,1
S01812,17,100,100,69,9.5,1
S01813,23,37,26,47,2.1,0
S01814,21,96,100,100,8.9,1
S01815,20,100,96,100,9.7,1
S01816,19,26,45,56,2.6,1
S01817,18,100,75,100,7.5,1
S01818,23,42,31,44,1.4,0
S01819,18,64,90,61,4.6,1
S01820,19,77,81,59,5.6,1
S01821,23,83,56,98,6.2,1
S01822,23,99,100,100,9.4,1
S01823,20,74,96,68,7.1,1
S01824,20,75,64,53,5.3,1
S01825,21,96,94,100,8.3,1
S01826,21,92,100,85,9.6,1
S01827,22,52,61,61,1.2,1
S01828,24,100,92,66,9.8,1
S01829,22,48,43,60,1.8,1
S01830,17,100,85,94,8.3,1
S01831,18,53,37,56,3.5,1
S01832,21,46,71,43,2.2,1
S01833,20,75,51,88,5.0,1
S01834,19,71,82,86,6.8,1
S01835,20,61,40,50,4.4,1
S01836,18,39,34,20,1.5,0
S01837,22,65,81,77,6.4,1
S01838,20,100,86,94,9.1,1
S01839,24,43,68,43,4.4,1
S01840,17,33,47,50,2.9,1
S01841,18,81,79,58,5.0,1
S01842,22,45,55,40,1.4,1
S01843,24,80,84,98,8.4,1
S01844,19,99,92,100,8.4,1
S01845,22,93,77,85,6.3,1
S01846,23,58,67,51,4.2,1
S01847,24,100,90,92,8.2,1
S01848,24,52,75,73,6.0,1
S01849,17,100,88,73,8.4,1
S01850,18,93,80,82,6.7,1
S01851,19,100,100,100,8.1,1
S01852,17,74,84,75,6.4,1
S01853,22,59,72,44,4.7,1
S01854,17,100,100,98,9.6,1
S01855,24,82,70,57,5.9,1
S01856,18,83,80,85,6.4,1
S01857,21,61,37,57,3.0,1
S01858,17,66,93,74,6.6,1
S01859,23,71,40,69,6.1,1
S01860,17,35,47,46,2.7,1
S01861,22,32,53,41,1.5,1
S01862,22,88,60,66,6.4,1
S01863,19,89,92,69,7.9,1
S01864,22,100,63,84,5.7,1
S01865,20,51,46,46,3.0,1
S01866,18,82,92,81,7.0,1
S01867,18,40,43,45,1.7,1
S01868,21,57,41,69,5.0,1
S01869,21,44,35,33,2.5,0
S01870,18,60,60,29,2.7,1
S01871,23,49,54,43,2.8,1
S01872,21,51,83,66,4.5,1
S01873,19,26,59,32,1.5,0
S01874,22,56,58,58,4.6,1
S01875,18,71,100,95,5.6,1
S01876,24,82,68,45,5.3,1
S01877,21,44,49,52,4.4,1
S01878,18,90,85,100,8.6,1
S01879,20,45,18,46,2.3,0
S01880,17,48,89,61,5.6,1
S01881,22,28,59,55,1.6,1
S01882,18,30,28,42,1.6,0
S01883,17,65,72,69,6.2,1
S01884,21,76,75,75,6.1,1
S01885,17,94,83,84,8.9,1
S01886,22,66,52,60,6.0,1
S01887,18,100,97,96,9.6,1
S01888,20,57,35,28,1.4,1
S01889,23,60,38,43,1.9,1
S01890,21,13,41,44,1.4,0
S01891,18,54,65,59,2.7,1
S01892,22,70,69,85,5.9,1
S01893,21,81,81,73,6.8,1
S01894,19,31,47,46,1.4,1
S01895,17,100,100,100,9.5,1
S01896,23,96,85,94,8.6,1
S01897,22,48,57,50,3.7,1
S01898,19,28,47,30,1.7,0
S01899,24,40,33,54,2.5,1
S01900,18,45,59,24,2.1,1
S01901,20,49,61,41,2.1,1
S01902,21,81,62,39,5.7,1
S01903,17,45,54,36,3.2,1
S01904,21,62,67,49,4.2,1
S01905,23,100,96,100,9.9,1
S01906,18,97,88,89,7.2,1
S01907,21,100,100,90,9.5,1
S01908,17,41,28,55,2.3,1
S01909,18,62,67,71,4.4,1
S01910,21,59,60,70,6.0,1
S01911,20,36,52,25,1.7,0
S01912,22,42,27,35,1.0,0
S01913,18,89,79,78,7.0,1
S01914,22,76,95,63,6.8,1
S01915,24,65,69,67,4.7,1
S01916,18,58,56,71,5.4,1
S01917,20,71,51,68,4.7,1
S01918,22,34,30,42,1.2,0
S01919,19,54,63,67,4.0,1
S01920,17,41,52,46,2.6,1
S01921,19,39,32,46,1.9,0
S01922,21,96,86,92,9.6,1
S01923,20,84,79,68,6.4,1
S01924,19,81,83,99,7.6,1
S01925,18,75,82,32,3.8,1
S01926,21,79,62,72,4.5,1
S01927,21,39,73,44,3.1,1
S01928,19,41,28,34,1.9,0
S01929,24,38,29,51,2.6,0
S01930,19,87,76,70,8.2,1
S01931,24,100,96,70,7.1,1
S01932,20,69,93,61,5.9,1
S01933,17,72,58,64,5.3,1
S01934,19,100,92,85,9.3,1
S01935,23,27,27,61,1.7,0
S01936,24,43,33,76,3.5,1
S01937,19,43,67,34,4.1,1
S01938,22,78,91,93,8.0,1
S01939,18,70,100,100,9.9,1
S01940,23,57,35,59,3.2,1
S01941,23,100,100,84,8.9,1
S01942,24,95,86,87,8.5,1
S01943,22,32,57,42,3.0,1
S01944,22,54,45,57,4.6,1
S01945,21,57,61,48,4.7,1
S01946,24,91,100,97,9.8,1
S01947,17,56,51,30,2.6,1
S01948,18,100,91,85,8.2,1
S01949,20,43,64,43,4.0,1
S01950,23,95,71,86,7.6,1
S01951,20,82,66,55,4.8,1
S01952,19,97,76,77,6.2,1
S01953,19,100,95,100,8.5,1
S01954,20,80,90,100,8.2,1
S01955,19,100,79,61,8.8,1
S01956,17,33,23,30,1.5,0
S01957,22,75,55,77,7.2,1
S01958,19,47,55,52,2.3,1
S01959,21,56,73,43,4.7,1
S01960,19,77,82,60,5.9,1
S01961,18,46,66,64,4.6,1
S01962,17,68,45,71,5.7,1
S01963,18,100,91,100,10.0,1
S01964,18,42,47,51,2.2,1
S01965,21,83,83,84,7.1,1
S01966,17,68,60,65,4.6,1
S01967,17,57,49,46,2.2,1
S01968,24,24,46,55,2.4,1
S01969,17,100,100,70,9.5,1
S01970,17,93,87,100,8.9,1
S01971,17,100,100,68,9.2,1
S01972,21,100,97,86,9.9,1
S01973,19,34,34,48,2.9,0
S01974,24,46,50,67,4.2,1
S01975,18,58,76,43,7.0,1
S01976,17,62,80,67,5.4,1
S01977,23,79,63,73,4.8,1
S01978,19,57,57,71,4.2,1
S01979,19,59,60,66,6.3,1
S01980,18,69,84,70,6.2,1
S01981,21,27,39,40,2.5,0
S01982,20,53,66,62,5.2,1
S01983,20,78,91,60,6.0,1
S01984,19,60,80,62,6.1,1
S01985,22,62,30,56,2.9,1
S01986,22,86,65,85,7.7,1
S01987,18,36,36,44,1.2,0
S01988,20,55,45,62,4.2,1
S01989,19,98,96,94,8.0,1
S01990,21,83,74,83,6.1,1
S01991,20,56,55,33,3.4,1
S01992,19,90,74,71,7.3,1
S01993,19,71,95,70,6.1,1
S01994,17,97,100,87,8.2,1
S01995,21,82,82,75,7.6,1
S01996,17,77,81,86,6.5,1
S01997,18,65,70,92,5.4,1
S01998,17,37,41,48,2.2,1
S01999,23,44,44,55,3.4,1
S02000,17,69,51,74,4.8,1
S02001,23,92,62,52,6.4,1
S02002,20,84,75,70,5.6,1
S02003,22,39,49,67,3.6,1
S02004,24,49,5,30,1.1,0
S02005,24,65,75,54,5.5,1
S02006,19,61,55,53,3.6,1
S02007,24,75,100,82,7.6,1
S02008,23,36,41,27,1.2,0
S02009,21,79,58,99,6.3,1
S02010,17,83,72,91,9.5,1
S02011,23,53,39,34,2.6,1
S02012,21,83,59,65,5.2,1
S02013,22,37,53,53,1.8,1
S02014,24,94,77,76,6.6,1
S02015,22,71,87,78,6.0,1
S02016,24,73,47,52,4.7,1
S02017,17,44,82,88,5.7,1
S02018,18,100,100,100,9.1,1
S02019,17,65,25,62,2.8,1
S02020,20,31,53,43,1.2,1
S02021,23,72,95,100,8.8,1
S02022,19,78,79,63,6.2,1
S02023,18,80,85,87,9.0,1
S02024,17,82,91,91,6.4,1
S02025,21,96,76,100,8.3,1
S02026,18,53,75,51,4.9,1
S02027,23,100,96,87,7.7,1
S02028,24,100,85,89,9.2,1
S02029,18,86,98,64,6.1,1
S02030,24,46,50,52,2.6,1
S02031,23,35,61,67,3.4,1
S02032,17,59,31,55,2.8,1
S02033,23,47,77,49,3.2,1
S02034,18,39,42,63,3.8,1
S02035,21,89,85,68,6.0,1
S02036,22,100,63,79,6.3,1
S02037,18,63,57,80,4.8,1
S02038,23,100,86,51,6.5,1
S02039,22,40,53,51,1.7,1
S02040,23,35,26,24,1.8,0
S02041,21,37,60,62,2.5,1
S02042,23,90,83,62,5.7,1
S02043,17,39,38,36,2.9,0
S02044,19,62,73,63,3.5,1
S02045,24,55,45,67,4.6,1
S02046,24,86,83,76,8.3,1
S02047,18,46,42,23,1.1,0
S02048,19,75,69,75,6.8,1
S02049,23,76,84,65,7.0,1
S02050,21,100,92,75,8.2,1
S02051,18,100,96,97,9.4,1
S02052,23,42,47,27,1.2,0
S02053,22,36,43,52,2.4,1
S02054,20,91,98,100,9.0,1
S02055,23,67,80,64,5.1,1
S02056,19,78,83,74,6.1,1
S02057,18,69,90,100,7.0,1
S02058,19,90,67,65,7.1,1
S02059,18,100,100,100,9.4,1
S02060,23,84,92,100,10.0,1
S02061,17,74,69,93,7.5,1
S02062,22,48,54,71,3.6,1
S02063,23,95,84,96,8.9,1
S02064,24,59,48,33,1.4,1
S02065,19,53,61,65,3.1,1
S02066,20,88,73,100,9.1,1
S02067,20,54,43,66,3.3,1
S02068,21,45,33,52,3.0,1
S02069,18,46,39,37,2.2,1
S02070,19,100,99,93,8.7,1
S02071,21,84,66,80,5.5,1
S02072,19,82,74,92,7.1,1
S02073,24,70,68,47,3.2,1
S02074,18,98,59,88,7.8,1
S02075,23,79,100,69,7.8,1
S02076,23,82,50,68,3.8,1
S02077,20,67,62,54,4.7,1
S02078,23,38,43,60,2.9,1
S02079,23,100,100,85,9.8,1
S02080,24,100,64,90,6.8,1
S02081,17,100,99,100,9.4,1
S02082,20,49,62,47,3.7,1
S02083,21,87,69,94,8.0,1
S02084,22,97,76,78,7.9,1
S02085,17,98,80,89,7.2,1
S02086,21,100,90,95,9.7,1
S02087,18,62,52,41,4.5,1
S02088,17,61,40,34,2.2,1
S02089,24,77,88,74,7.0,1
S02090,21,98,81,100,7.6,1
S02091,18,71,87,84,6.2,1
S02092,20,53,38,70,2.9,1
S02093,22,68,54,88,5.5,1
S02094,18,55,80,50,3.8,1
S02095,23,59,56,61,4.8,1
S02096,19,96,63,73,6.8,1
S02097,18,78,65,76,7.7,1
S02098,18,41,64,30,3.1,1
S02099,22,87,58,62,4.6,1
S02100,19,64,50,38,3.4,1
S02101,23,19,47,49,2.8,0
S02102,21,83,100,100,8.1,1
S02103,21,77,95,88,9.2,1
S02104,18,48,88,62,4.3,1
S02105,24,50,88,95,7.8,1
S02106,24,96,100,97,9.1,1
S02107,19,80,100,94,8.6,1
S02108,19,47,47,44,2.6,1
S02109,23,82,93,94,9.6,1
S02110,22,61,65,49,4.4,1
S02111,20,53,65,69,4.1,1
S02112,21,56,33,20,1.6,0
S02113,22,85,70,79,5.4,1
S02114,17,50,58,27,2.0,1
S02115,21,47,77,64,3.2,1
S02116,22,80,68,53,3.9,1
S02117,21,73,100,73,8.3,1
S02118,20,79,87,99,8.9,1
S02119,17,54,64,67,3.7,1
S02120,24,100,100,86,8.7,1
S02121,24,92,82,100,8.7,1
S02122,20,86,81,58,7.9,1
S02123,23,26,66,30,2.3,1
S02124,17,94,70,96,7.2,1
S02125,18,100,83,94,9.5,1
S02126,22,91,100,57,7.1,1
S02127,17,49,72,50,4.0,1
S02128,23,61,74,57,5.5,1
S02129,23,64,78,76,6.8,1
S02130,20,71,65,65,5.6,1
S02131,21,29,47,47,2.1,1
S02132,17,41,75,56,3.8,1
S02133,22,86,92,100,8.2,1
S02134,17,90,100,97,8.8,1
S02135,19,36,34,51,2.2,1
S02136,21,100,100,100,9.6,1
S02137,22,58,54,53,4.0,1
S02138,24,78,67,64,7.0,1
S02139,22,90,85,99,7.8,1
S02140,18,80,95,90,8.3,1
S02141,20,100,100,98,9.5,1
S02142,18,57,83,49,3.8,1
S02143,22,77,99,83,8.7,1
S02144,21,55,58,56,2.2,1
S02145,17,73,84,93,7.3,1
S02146,24,88,100,93,7.7,1
S02147,17,96,100,89,7.1,1
S02148,21,63,59,60,3.3,1
S02149,22,97,83,94,8.9,1
S02150,23,41,40,45,2.5,1
S02151,17,48,43,55,1.5,1
S02152,23,93,90,78,7.5,1
S02153,17,60,76,72,5.3,1
S02154,17,84,98,81,8.6,1
S02155,24,36,62,54,4.5,1
S02156,20,47,39,45,2.5,1
S02157,20,92,97,80,8.5,1
S02158,19,86,95,81,5.9,1
S02159,18,51,60,33,2.7,1
S02160,21,100,91,84,7.5,1
S02161,21,61,82,71,5.6,1
S02162,21,90,72,53,6.4,1
S02163,19,59,60,60,5.1,1
S02164,20,100,83,93,8.5,1
S02165,22,75,90,95,8.5,1
S02166,23,87,78,79,7.4,1
S02167,24,16,57,51,1.9,1
S02168,23,90,86,88,8.5,1
S02169,22,86,71,79,7.0,1
S02170,24,77,100,84,7.3,1
S02171,19,47,55,71,4.3,1
S02172,22,100,97,84,8.9,1
S02173,21,84,90,77,7.5,1
S02174,18,35,29,36,2.0,0
S02175,17,63,78,59,4.7,1
S02176,23,100,100,100,9.0,1
S02177,20,50,57,47,1.4,1
S02178,20,100,93,84,9.7,1
S02179,19,87,82,72,7.1,1
S02180,24,81,79,81,6.7,1
S02181,20,23,57,43,3.4,1
S02182,21,42,35,44,3.2,1
S02183,23,95,100,100,9.5,1
S02184,22,32,39,49,3.7,1
S02185,21,75,92,97,8.0,1
S02186,19,37,36,77,4.5,1
S02187,21,43,23,37,2.3,0
S02188,22,44,46,27,1.1,0
S02189,18,85,66,68,5.9,1
S02190,19,100,90,86,9.8,1
S02191,18,48,76,62,4.3,1
S02192,17,35,63,57,4.2,1
S02193,18,37,69,63,4.1,1
S02194,17,55,69,87,5.7,1
S02195,17,54,98,75,5.0,1
S02196,18,94,87,98,8.9,1
S02197,19,57,90,45,5.5,1
S02198,24,74,69,75,5.6,1
S02199,22,40,25,66,2.2,1
S02200,21,100,100,62,9.8,1
S02201,21,64,56,61,3.2,1
S02202,22,24,28,40,1.7,0
S02203,23,86,69,69,7.0,1
S02204,23,76,76,84,6.4,1
S02205,17,59,67,83,4.7,1
S02206,17,74,34,73,4.8,1
S02207,19,100,100,82,8.1,1
S02208,20,36,43,38,2.8,0
S02209,18,90,75,91,8.4,1
S02210,17,83,90,88,6.8,1
S02211,21,60,64,59,4.8,1
S02212,19,73,81,62,5.1,1
S02213,18,55,58,87,3.3,1
S02214,19,100,86,98,7.8,1
S02215,18,51,68,83,5.6,1
S02216,18,55,63,40,3.9,1
S02217,22,65,71,66,6.4,1
S02218,17,100,93,100,10.0,1
S02219,24,45,72,52,4.9,1
S02220,19,100,96,100,9.3,1
S02221,24,50,59,76,4.1,1
S02222,19,28,52,34,1.5,0
S02223,22,30,48,71,2.8,1
S02224,21,58,64,64,4.8,1
S02225,24,62,43,82,3.0,1
S02226,21,33,41,39,1.0,0
S02227,23,100,100,100,9.2,1
S02228,17,100,100,100,8.6,1
S02229,17,90,79,99,7.7,1
S02230,20,38,41,54,2.5,1
S02231,22,47,53,43,2.1,1
S02232,21,31,43,47,1.6,1
S02233,18,79,73,73,7.5,1
S02234,19,82,100,98,9.4,1
S02235,17,75,44,51,4.9,1
S02236,24,37,53,23,2.1,0
S02237,19,72,55,70,5.6,1
S02238,19,45,81,74,4.1,1
S02239,20,65,42,72,4.4,1
S02240,21,69,91,75,6.6,1
S02241,17,83,83,100,7.5,1
S02242,19,52,39,37,2.0,1
S02243,17,45,40,16,1.3,0
S02244,18,100,100,73,9.9,1
S02245,20,29,40,38,3.1,0
S02246,18,73,29,50,1.5,1
S02247,17,68,56,41,2.7,1
S02248,23,45,18,45,1.4,0
S02249,24,52,55,81,4.5,1
S02250,17,89,100,74,8.2,1
S02251,21,51,47,64,4.1,1
S02252,19,80,79,71,5.0,1
S02253,19,85,74,69,7.1,1
S02254,18,60,76,85,5.6,1
S02255,24,90,100,88,8.8,1
S02256,20,100,100,87,8.8,1
S02257,23,53,34,63,1.1,1
S02258,22,100,100,92,8.0,1
S02259,24,75,59,77,5.1,1
S02260,19,100,100,100,9.9,1
S02261,21,29,71,59,5.3,1
S02262,24,100,89,100,9.9,1
S02263,18,87,83,79,7.8,1
S02264,18,52,54,46,3.2,1
S02265,22,72,66,67,5.8,1
S02266,21,88,100,92,9.9,1
S02267,20,100,83,100,8.7,1
S02268,24,48,56,47,1.9,1
S02269,21,92,94,76,7.4,1
S02270,20,69,59,67,4.1,1
S02271,21,41,26,34,1.1,0
S02272,21,57,53,58,4.6,1
S02273,17,49,45,52,3.1,1
S02274,18,93,70,94,8.4,1
S02275,24,58,46,63,4.0,1
S02276,21,100,73,84,8.4,1
S02277,24,41,52,47,1.0,1
S02278,22,80,64,54,3.8,1
S02279,21,77,61,45,3.2,1
S02280,19,51,58,34,3.1,1
S02281,18,0,42,53,1.6,0
S02282,19,61,66,49,2.7,1
S02283,24,67,66,75,6.0,1
S02284,24,44,56,68,3.6,1
S02285,18,59,73,58,4.8,1
S02286,24,55,45,44,4.4,1
S02287,19,100,100,93,8.9,1
S02288,21,79,97,97,9.1,1
S02289,21,55,70,65,5.4,1
S02290,17,61,73,76,4.0,1
S02291,22,48,54,14,2.0,0
S02292,24,100,100,100,9.6,1
S02293,19,28,41,50,1.5,0
S02294,24,43,38,61,3.7,1
S02295,24,49,49,16,3.7,0
S02296,20,59,63,73,3.9,1
S02297,17,63,52,35,2.5,1
S02298,19,64,100,80,8.0,1
S02299,19,39,42,43,2.1,1
S02300,24,63,62,82,6.7,1
S02301,17,22,56,52,2.1,1
S02302,21,49,57,52,1.6,1
S02303,19,100,100,100,9.2,1
S02304,21,52,46,52,2.7,1
S02305,17,100,100,94,8.4,1
S02306,21,66,100,58,5.9,1
S02307,18,33,42,33,1.7,0
S02308,20,100,84,100,9.6,1
S02309,23,48,45,62,3.2,1
S02310,19,100,100,100,8.7,1
S02311,22,45,27,41,2.5,0
S02312,20,72,95,100,8.7,1
S02313,23,9,41,24,1.1,0
S02314,21,63,88,82,5.6,1
S02315,19,100,100,82,7.9,1
S02316,21,100,100,100,9.4,1
S02317,18,100,71,76,9.2,1
S02318,17,80,100,100,8.4,1
S02319,19,100,100,89,9.0,1
S02320,23,36,52,45,2.8,1
S02321,23,56,34,58,3.6,1
S02322,18,54,46,47,3.6,1
S02323,18,58,47,60,4.4,1
